idx,image_key,question_type,question,vector,p_Ref,p_Know,p_Reason,p_Decide,y_Ref,y_Know,y_Reason,y_Decide,active_experts,n_images
996,DS-MVTec/capsule/image/faulty_imprint/020.png,Defect Analysis,There is a defect in the object. What is the likely effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
997,DS-MVTec/capsule/image/faulty_imprint/021.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
998,DS-MVTec/capsule/image/faulty_imprint/021.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
999,DS-MVTec/capsule/image/faulty_imprint/021.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1000,DS-MVTec/capsule/image/faulty_imprint/021.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1001,DS-MVTec/capsule/image/faulty_imprint/021.png,Defect Analysis,There is a defect in the object. What could be the effect of this defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1002,DS-MVTec/capsule/image/good/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1003,DS-MVTec/capsule/image/good/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1004,DS-MVTec/capsule/image/good/010.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1005,DS-MVTec/capsule/image/good/011.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1006,DS-MVTec/capsule/image/poke/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1007,DS-MVTec/capsule/image/poke/000.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1008,DS-MVTec/capsule/image/poke/000.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1009,DS-MVTec/capsule/image/poke/000.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1010,DS-MVTec/capsule/image/poke/000.png,Defect Analysis,There is a defect in the object. What does the appearance of the defect indicate?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1011,DS-MVTec/capsule/image/poke/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1012,DS-MVTec/capsule/image/poke/001.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1013,DS-MVTec/capsule/image/poke/001.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1014,DS-MVTec/capsule/image/poke/001.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1015,DS-MVTec/capsule/image/poke/001.png,Defect Analysis,There is a defect in the object. What can be inferred about the surface around the indentation?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1016,DS-MVTec/capsule/image/poke/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1017,DS-MVTec/capsule/image/poke/002.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1018,DS-MVTec/capsule/image/poke/002.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1019,DS-MVTec/capsule/image/poke/002.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1020,DS-MVTec/capsule/image/poke/002.png,Defect Analysis,There is a defect in the object. What is the effect of the defect on the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1021,DS-MVTec/capsule/image/poke/003.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1022,DS-MVTec/capsule/image/poke/003.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1023,DS-MVTec/capsule/image/poke/003.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1024,DS-MVTec/capsule/image/poke/003.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1025,DS-MVTec/capsule/image/poke/003.png,Defect Analysis,"There is a defect in the object. How is the defect positioned in relation to the printed ""500"" on the capsule?",1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1026,DS-MVTec/capsule/image/poke/004.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1027,DS-MVTec/capsule/image/poke/004.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1028,DS-MVTec/capsule/image/poke/004.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1029,DS-MVTec/capsule/image/poke/004.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1030,DS-MVTec/capsule/image/poke/004.png,Defect Analysis,There is a defect in the object. What is the likely cause of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1031,DS-MVTec/capsule/image/poke/005.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1032,DS-MVTec/capsule/image/poke/005.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1033,DS-MVTec/capsule/image/poke/005.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1034,DS-MVTec/capsule/image/poke/005.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1035,DS-MVTec/capsule/image/poke/005.png,Defect Analysis,There is a defect in the object. Is there an additional defect on the capsule's light lower half?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1036,DS-MVTec/capsule/image/poke/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1037,DS-MVTec/capsule/image/poke/006.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1038,DS-MVTec/capsule/image/poke/006.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1039,DS-MVTec/capsule/image/poke/006.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1040,DS-MVTec/capsule/image/poke/006.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1041,DS-MVTec/capsule/image/poke/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1042,DS-MVTec/capsule/image/poke/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1043,DS-MVTec/capsule/image/poke/007.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1044,DS-MVTec/capsule/image/poke/007.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1045,DS-MVTec/capsule/image/poke/007.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1046,DS-MVTec/capsule/image/poke/008.png,Anomaly Detection,Is there any defect in the capsule?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1047,DS-MVTec/capsule/image/poke/008.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1048,DS-MVTec/capsule/image/poke/008.png,Defect Localization,There is a defect in the object. Where is the defect located on the capsule?,0001,,,,,0,0,0,1,Decision Maker,1
1049,DS-MVTec/capsule/image/poke/008.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1050,DS-MVTec/capsule/image/poke/008.png,Defect Analysis,There is a defect in the object. On which half of the capsule does the defect appear?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1051,DS-MVTec/capsule/image/poke/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1052,DS-MVTec/capsule/image/poke/009.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1053,DS-MVTec/capsule/image/poke/009.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1054,DS-MVTec/capsule/image/poke/009.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1055,DS-MVTec/capsule/image/poke/009.png,Defect Analysis,"There is a defect in the object. Considering the defect's appearance, what impact could the puncture on the capsule have?",1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1056,DS-MVTec/capsule/image/poke/010.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1057,DS-MVTec/capsule/image/poke/010.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1058,DS-MVTec/capsule/image/poke/010.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1059,DS-MVTec/capsule/image/poke/010.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1060,DS-MVTec/capsule/image/poke/010.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1061,DS-MVTec/capsule/image/poke/011.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1062,DS-MVTec/capsule/image/poke/011.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1063,DS-MVTec/capsule/image/poke/011.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1064,DS-MVTec/capsule/image/poke/011.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1065,DS-MVTec/capsule/image/poke/011.png,Defect Analysis,There is a defect in the object. What can be said about the area surrounding the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1066,DS-MVTec/capsule/image/poke/012.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1067,DS-MVTec/capsule/image/poke/012.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1068,DS-MVTec/capsule/image/poke/012.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1069,DS-MVTec/capsule/image/poke/012.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1070,DS-MVTec/capsule/image/poke/012.png,Defect Analysis,There is a defect in the object. What is the effect of the defect on the capsule's appearance?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1071,DS-MVTec/capsule/image/poke/013.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1072,DS-MVTec/capsule/image/poke/013.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1073,DS-MVTec/capsule/image/poke/013.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
1074,DS-MVTec/capsule/image/poke/013.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
1075,DS-MVTec/capsule/image/poke/013.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
1076,DS-MVTec/capsule/image/poke/014.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
1077,DS-MVTec/capsule/image/poke/014.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
1078,DS-MVTec/capsule/image/poke/014.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
